,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season
2082,2453,Kenny Thomas,HOU,24,79.0,245.0,New Mexico,USA,1999,1,22,72,14.1,7.2,1.9,-6.5,0.212,0.52,0.101,2001-02
5372,11615,Kenrich Williams,OKC,26,78.0,210.0,TCU,USA,,Undrafted,Undrafted,66,8.0,4.1,2.3,-6.3,0.148,0.599,0.153,2020-21
2555,9630,Kent Bazemore,ATL,28,77.0,201.0,Old Dominion,USA,,Undrafted,Undrafted,65,12.9,3.8,3.5,-4.5,0.221,0.547,0.199,2017-18
1968,9013,Kentavious Caldwell-Pope,DET,23,77.0,205.0,Georgia,USA,2013,1,8,76,14.5,3.7,1.8,2.0,0.18,0.521,0.075,2015-16
1352,2696,Kenyon Martin,NJN,25,81.0,234.0,Cincinnati,USA,2000,1,1,77,16.7,8.3,2.4,7.3,0.247,0.511,0.126,2002-03
2662,12659,Kenyon Martin Jr.,HOU,22,79.0,215.0,,USA,2020,2,52,82,12.7,5.5,1.5,-8.0,0.16,0.635,0.079,2022-23
3286,2459,Keon Clark,TOR,27,83.0,221.0,Nevada-Las Vegas,USA,1998,1,13,81,11.3,7.4,1.1,-0.8,0.214,0.522,0.071,2001-02
12007,12660,Keon Ellis,SAC,23,75.0,175.0,Alabama,USA,,Undrafted,Undrafted,16,1.5,0.5,0.4,-14.3,0.124,0.629,0.136,2022-23
6038,12190,Keon Johnson,POR,20,76.0,185.0,Tennessee,USA,2021,1,21,37,7.2,2.2,2.1,-19.0,0.207,0.453,0.174,2021-22
1223,505,Kerry Kittles,NJN,24,77.0,179.0,Villanova,USA,1996,1,8,77,17.2,4.7,2.3,1.9,0.21,0.525,0.104,1997-98
7227,12196,Kessler Edwards,BKN,21,79.0,203.0,Pepperdine,USA,2021,2,44,48,5.9,3.6,0.6,-3.3,0.132,0.516,0.04,2021-22
11652,4170,Kevin Burleson,CHA,27,75.0,205.0,Minnesota,USA,,Undrafted,Undrafted,39,1.8,0.7,1.2,-0.9,0.159,0.367,0.242,2005-06
9104,326,Kevin Duckworth,LAC,33,84.0,300.0,Eastern Illinois,USA,1986,2,33,26,4.0,2.3,0.6,-19.5,0.172,0.473,0.069,1996-97
8,8013,Kevin Durant,OKC,25,81.0,240.0,Texas,USA,2007,1,2,81,32.0,7.4,5.5,8.0,0.327,0.635,0.259,2013-14
7139,327,Kevin Edwards,NJN,31,75.0,210.0,DePaul,USA,1988,1,20,32,5.9,1.3,1.8,-10.1,0.224,0.47,0.199,1996-97
8002,328,Kevin Gamble,SAC,31,77.0,210.0,Iowa,USA,1987,3,63,62,5.0,1.7,1.2,-5.6,0.149,0.529,0.131,1996-97
250,3434,Kevin Garnett,MIN,28,83.0,240.0,,USA,1995,1,5,82,24.2,13.9,5.0,10.4,0.294,0.547,0.233,2003-04
11809,10717,Kevin Hervey,OKC,23,81.0,230.0,Texas-Arlington,USA,2018,2,57,10,1.7,1.2,0.5,-28.9,0.189,0.315,0.192,2019-20
1767,12664,Kevin Huerter,SAC,24,79.0,198.0,Maryland,USA,2018,1,19,75,15.2,3.3,2.9,4.5,0.197,0.617,0.137,2022-23
667,330,Kevin Johnson,PHX,31,73.0,190.0,California,USA,1987,1,7,70,20.1,3.6,9.3,2.9,0.226,0.631,0.388,1996-97
10322,7557,Kevin Jones,CLE,23,80.0,260.0,West Virginia,USA,,Undrafted,Undrafted,32,3.0,2.4,0.3,6.0,0.158,0.418,0.043,2012-13
2615,10507,Kevin Knox II,NYK,19,81.0,215.0,Kentucky,USA,2018,1,9,75,12.8,4.5,1.1,-13.6,0.219,0.475,0.06,2018-19
150,8015,Kevin Love,MIN,25,82.0,243.0,UCLA,USA,2008,1,5,77,26.1,12.5,4.4,4.4,0.284,0.591,0.205,2013-14
228,5416,Kevin Martin,SAC,26,79.0,185.0,Western Carolina,USA,2004,1,26,51,24.6,3.6,2.7,-7.8,0.271,0.601,0.121,2008-09
12443,7554,Kevin Murphy,UTA,23,78.0,185.0,Tennessee Tech,USA,2012,2,47,17,0.9,0.2,0.1,-40.9,0.26,0.268,0.083,2012-13
6599,2692,Kevin Ollie,SEA,30,74.0,195.0,Connecticut,USA,,Undrafted,Undrafted,82,6.5,2.2,3.5,5.2,0.15,0.514,0.252,2002-03
11901,12184,Kevin Pangos,CLE,29,73.0,179.0,Gonzaga,Canada,,Undrafted,Undrafted,24,1.6,0.5,1.3,-12.1,0.143,0.408,0.246,2021-22
836,12667,Kevin Porter Jr.,HOU,23,76.0,203.0,Southern California,USA,2019,1,30,59,19.2,5.3,5.7,-8.3,0.239,0.565,0.26,2022-23
11825,331,Kevin Salvadori,SAC,26,84.0,231.0,North Carolina,USA,,Undrafted,Undrafted,23,1.6,1.1,0.4,3.5,0.15,0.452,0.089,1996-97
4599,7553,Kevin Seraphin,WAS,23,81.0,275.0,Le Moyne,France,2010,1,17,79,9.1,4.4,0.7,-6.2,0.236,0.478,0.063,2012-13
1510,499,Kevin Willis,HOU,35,84.0,245.0,Michigan State,USA,1984,1,11,81,16.1,8.4,1.0,-1.9,0.244,0.555,0.058,1997-98
7841,4833,Kevinn Pinkney,BOS,23,82.0,245.0,Nevada,USA,,Undrafted,Undrafted,6,5.2,2.5,0.8,-4.6,0.151,0.501,0.078,2006-07
9098,12668,Kevon Harris,ORL,26,78.0,216.0,Stephen F. Austin,USA,,Undrafted,Undrafted,34,4.1,2.1,0.5,0.3,0.129,0.564,0.049,2022-23
6210,12669,Kevon Looney,GSW,27,81.0,222.0,UCLA,USA,2015,1,30,82,7.0,9.3,2.5,4.4,0.104,0.639,0.136,2022-23
4173,5418,Keyon Dooling,NJN,29,75.0,195.0,Missouri,USA,2000,1,10,77,9.7,2.0,3.5,-6.4,0.176,0.562,0.224,2008-09
6779,1884,Khalid El-Amin,CHI,22,70.0,200.0,Connecticut,USA,2000,2,34,50,6.3,1.6,2.9,-10.7,0.193,0.458,0.288,2000-01
4833,498,Khalid Reeves,DAL,25,75.0,201.0,Arizona,USA,1994,1,12,82,8.7,2.3,2.8,-4.5,0.195,0.522,0.196,1997-98
6032,11574,Khem Birch,TOR,28,81.0,233.0,UNLV,Canada,,Undrafted,Undrafted,67,7.2,5.8,1.3,-3.6,0.133,0.552,0.085,2020-21
549,10731,Khris Middleton,MIL,28,79.0,222.0,Texas A&M,USA,2012,2,39,62,20.9,6.2,4.3,12.4,0.26,0.619,0.212,2019-20
1454,11576,Khyri Thomas,HOU,25,75.0,210.0,Creighton,USA,2018,2,38,5,16.4,3.6,5.0,7.3,0.208,0.586,0.21,2020-21
3848,12672,Killian Hayes,DET,21,77.0,195.0,,France,2020,1,7,76,10.3,2.9,6.2,-10.9,0.201,0.455,0.325,2022-23
10022,12235,Killian Tillie,MEM,24,81.0,220.0,Gonzaga,France,,Undrafted,Undrafted,36,3.3,1.7,0.6,3.4,0.128,0.452,0.061,2021-22
10461,7550,Kim English,DET,24,78.0,200.0,Missouri,USA,2012,2,44,41,2.9,0.9,0.6,-8.1,0.158,0.477,0.097,2012-13
6744,11579,Kira Lewis Jr.,NOP,20,73.0,170.0,Alabama,USA,2020,1,13,54,6.4,1.3,2.3,0.8,0.176,0.477,0.191,2020-21
11744,2446,Kirk Haston,CHH,23,81.0,242.0,Indiana,USA,2001,1,16,15,1.7,1.3,0.3,-9.3,0.249,0.306,0.114,2001-02
1377,4819,Kirk Hinrich,CHI,26,75.0,190.0,Kansas,USA,2003,1,7,80,16.6,3.4,6.3,6.0,0.216,0.559,0.291,2006-07
11947,3439,Kirk Penney,MIA,23,77.0,220.0,Wisconsin,USA,,Undrafted,Undrafted,2,1.5,0.5,0.5,-9.0,0.218,0.25,0.083,2003-04
5331,4164,Kirk Snyder,NOK,23,78.0,225.0,Nevada,USA,2004,1,16,68,8.0,2.4,1.5,1.0,0.209,0.537,0.13,2005-06
10925,497,Kiwane Garris,DEN,23,74.0,183.0,Illinois,USA,,Undrafted,Undrafted,28,2.4,0.7,1.0,-17.4,0.179,0.447,0.214,1997-98
385,9163,Klay Thompson,GSW,27,79.0,215.0,Washington State,USA,2011,1,11,78,22.3,3.7,2.1,14.7,0.262,0.592,0.09,2016-17
1,4163,Kobe Bryant,LAL,27,78.0,220.0,,USA,1996,1,13,80,35.4,5.3,4.5,4.7,0.384,0.559,0.228,2005-06
7010,9690,Kobi Simmons,MEM,20,76.0,170.0,Arizona,USA,,Undrafted,Undrafted,32,6.1,1.6,2.1,-17.0,0.163,0.49,0.157,2017-18
8785,1226,Korleone Young,DET,20,79.0,213.0,,USA,1998,2,40,3,4.3,1.3,0.3,26.9,0.341,0.597,0.125,1998-99
6866,1228,Kornel David,CHI,27,81.0,235.0,,USA,,Undrafted,Undrafted,50,6.2,3.5,0.8,-15.2,0.175,0.528,0.087,1998-99
5346,7577,Kosta Koufos,DEN,24,84.0,265.0,Ohio State,USA,2008,1,23,81,8.0,6.9,0.4,8.0,0.145,0.585,0.026,2012-13
12045,5200,Kosta Perovic,GSW,23,86.0,240.0,,USA,2006,2,38,7,1.4,1.9,0.1,2.7,0.148,0.396,0.045,2007-08
12069,10711,Kostas Antetokounmpo,LAL,22,82.0,200.0,Dayton,Greece,2018,2,60,5,1.4,0.6,0.4,19.6,0.096,0.902,0.1,2019-20
8964,8514,Kostas Papanikolaou,HOU,24,80.0,235.0,,Greece,2012,2,48,43,4.2,2.7,2.0,-2.6,0.144,0.444,0.166,2014-15
2377,9688,Kris Dunn,CHI,24,76.0,210.0,Providence,USA,2016,1,5,52,13.4,4.3,6.0,-8.0,0.245,0.488,0.319,2017-18
2221,6761,Kris Humphries,NJN,27,81.0,235.0,Minnesota,USA,2004,1,14,62,13.8,11.0,1.5,-5.1,0.193,0.539,0.073,2011-12
12444,7601,Kris Joseph,BKN,24,79.0,210.0,Syracuse,USA,2012,2,51,10,0.9,0.7,0.1,-3.3,0.166,0.257,0.028,2012-13
313,12677,Kristaps Porzingis,WAS,27,87.0,240.0,,Latvia,2015,1,4,65,23.2,8.4,2.7,1.4,0.272,0.627,0.125,2022-23
2122,2741,Kurt Thomas,NYK,30,81.0,235.0,Texas Christian,USA,1995,1,10,81,14.0,7.9,2.0,-1.1,0.224,0.511,0.11,2002-03
3508,3442,Kwame Brown,WAS,22,83.0,248.0,,USA,2001,1,1,74,10.9,7.4,1.5,-4.2,0.175,0.547,0.087,2003-04
5844,10747,Ky Bowman,GSW,23,73.0,187.0,Boston College,USA,,Undrafted,Undrafted,45,7.4,2.7,2.9,-8.4,0.168,0.494,0.202,2019-20
12392,10746,Kyle Alexander,MIA,23,82.0,216.0,Tennessee,Canada,,Undrafted,Undrafted,2,1.0,1.5,0.0,-6.7,0.079,0.5,0.0,2019-20
2779,11583,Kyle Anderson,MEM,27,81.0,230.0,UCLA,USA,2014,1,30,69,12.4,5.7,3.6,1.6,0.181,0.578,0.182,2020-21
10109,9685,Kyle Collinsworth,DAL,26,78.0,210.0,Brigham Young,USA,,Undrafted,Undrafted,32,3.2,3.3,1.8,-2.1,0.124,0.433,0.163,2017-18
9345,12114,Kyle Guy,MIA,24,73.0,167.0,Virginia,USA,2019,2,55,19,3.9,0.9,0.9,-13.6,0.182,0.526,0.149,2021-22
1992,4813,Kyle Korver,PHI,26,79.0,210.0,Creighton,USA,2003,2,51,74,14.4,3.5,1.4,-4.3,0.212,0.569,0.083,2006-07
516,12702,Kyle Kuzma,WAS,27,81.0,221.0,Utah,USA,2017,1,27,64,21.2,7.2,3.7,0.3,0.273,0.544,0.164,2022-23
375,9189,Kyle Lowry,TOR,31,72.0,205.0,Villanova,USA,2006,1,24,60,22.4,4.8,7.0,8.2,0.249,0.623,0.293,2016-17
6108,9681,Kyle O'Quinn,NYK,28,82.0,250.0,Norfolk State,USA,2012,2,49,77,7.1,6.1,2.1,-1.1,0.168,0.625,0.166,2017-18
4262,8001,Kyle Singler,DET,26,80.0,230.0,Duke,USA,2011,2,33,82,9.6,3.7,0.9,-4.8,0.14,0.574,0.047,2013-14
7471,6442,Kyle Weaver,UTA,25,78.0,201.0,Washington State,USA,2008,2,38,5,5.6,2.0,1.4,2.8,0.232,0.491,0.212,2010-11
12452,9186,Kyle Wiltjer,HOU,24,82.0,240.0,Gonzaga,Canada,,Undrafted,Undrafted,14,0.9,0.7,0.1,-35.9,0.187,0.437,0.069,2016-17
88,10739,Kyrie Irving,BKN,28,74.0,195.0,Duke,Australia,2011,1,1,20,27.4,5.2,6.4,-0.4,0.318,0.595,0.331,2019-20
10659,6735,Kyrylo Fesenko,IND,25,85.0,280.0,,Ukraine,2007,2,38,3,2.7,3.0,0.3,19.5,0.202,0.524,0.1,2011-12
295,8353,LaMarcus Aldridge,POR,29,83.0,240.0,Texas,USA,2006,1,2,71,23.4,10.2,1.7,5.7,0.3,0.528,0.089,2014-15
300,12728,LaMelo Ball,CHA,21,79.0,180.0,,USA,2020,1,3,36,23.3,6.4,8.4,-4.7,0.289,0.541,0.352,2022-23
419,336,LaPhonso Ellis,DEN,27,80.0,240.0,Notre Dame,USA,1992,1,5,55,21.9,7.0,2.4,-5.9,0.28,0.529,0.122,1996-97
12629,337,LaSalle Thompson,IND,36,82.0,245.0,Texas,USA,1982,1,5,26,0.4,1.3,0.1,-12.8,0.098,0.231,0.024,1996-97
1225,1878,Lamar Odom,LAC,21,82.0,213.0,Rhode Island,USA,1999,1,4,76,17.2,7.8,5.2,-2.9,0.243,0.536,0.246,2000-01
10997,8973,Lamar Patterson,ATL,24,77.0,225.0,Pittsburgh,USA,2014,2,48,35,2.4,1.4,1.1,3.1,0.126,0.468,0.134,2015-16
7025,12120,Lamar Stevens,CLE,24,78.0,230.0,Penn State,USA,,Undrafted,Undrafted,63,6.1,2.6,0.7,-1.3,0.169,0.544,0.066,2021-22
1373,2461,Lamond Murray,CLE,29,79.0,236.0,California,USA,1994,1,7,71,16.6,5.2,2.2,-2.3,0.246,0.534,0.119,2001-02
12341,5135,Lance Allred,CLE,27,83.0,250.0,Weber State,USA,,Undrafted,Undrafted,3,1.0,0.3,0.0,-81.0,0.236,0.307,0.0,2007-08
2224,7998,Lance Stephenson,IND,23,77.0,230.0,Cincinnati,USA,2010,2,40,78,13.8,7.2,4.6,6.1,0.195,0.564,0.217,2013-14
5213,8975,Lance Thomas,NYK,28,80.0,235.0,Duke,USA,,Undrafted,Undrafted,59,8.2,2.2,0.9,-0.1,0.172,0.557,0.066,2015-16
4179,6582,Landry Fields,NYK,23,79.0,210.0,Stanford,USA,2010,2,39,82,9.7,6.4,1.9,2.1,0.135,0.598,0.087,2010-11
4478,10736,Landry Shamet,LAC,23,76.0,190.0,Wichita State,USA,2018,1,26,53,9.3,1.9,1.9,4.3,0.132,0.58,0.09,2019-20
3071,8194,Langston Galloway,NYK,23,74.0,200.0,Saint Joseph's,USA,,Undrafted,Undrafted,45,11.8,4.2,3.3,-9.5,0.19,0.489,0.175,2014-15
11926,1419,Lari Ketner,CLE,23,82.0,285.0,Massachusetts,USA,1999,2,49,22,1.5,1.5,0.0,-27.2,0.152,0.456,0.015,1999-00
8790,1883,Laron Profit,WAS,23,77.0,204.0,Maryland,USA,1999,2,38,35,4.3,1.8,2.5,-5.9,0.151,0.47,0.224,2000-01
9431,8193,Larry Drew II,PHI,25,74.0,180.0,UCLA,USA,,Undrafted,Undrafted,12,3.8,1.3,3.8,-18.7,0.173,0.388,0.381,2014-15
414,3619,Larry Hughes,WAS,26,77.0,184.0,Saint Louis,USA,1998,1,8,61,22.0,6.3,4.7,2.8,0.264,0.523,0.214,2004-05
1646,492,Larry Johnson,NYK,29,79.0,263.0,Nevada-Las Vegas,USA,1991,1,1,70,15.5,5.7,2.1,2.3,0.224,0.539,0.112,1997-98
12294,340,Larry Krystkowiak,LAL,32,81.0,220.0,Montana,USA,1986,2,28,3,1.0,1.7,1.0,13.9,0.14,0.521,0.273,1996-97
3970,10733,Larry Nance Jr.,CLE,27,79.0,245.0,Wyoming,USA,2015,1,27,56,10.1,7.3,2.2,-5.1,0.15,0.608,0.126,2019-20
9973,6583,Larry Owens,WAS,28,79.0,210.0,Oral Roberts,USA,,Undrafted,Undrafted,12,3.3,1.3,0.7,7.0,0.127,0.556,0.089,2010-11
7150,1895,Larry Robinson,ATL,33,75.0,180.0,Centenary (LA),USA,,Undrafted,Undrafted,34,5.9,2.6,1.1,-6.4,0.157,0.511,0.1,2000-01
4131,7588,Larry Sanders,MIL,24,83.0,235.0,Virginia Commonwealth,USA,2010,1,15,71,9.8,9.5,1.2,1.9,0.17,0.523,0.068,2012-13
8778,319,Larry Stewart,SEA,28,80.0,230.0,Coppin State,USA,,Undrafted,Undrafted,70,4.3,2.4,0.7,5.8,0.161,0.512,0.079,1996-97
248,318,Latrell Sprewell,GSW,26,77.0,190.0,Alabama,USA,1992,1,24,80,24.2,4.6,6.3,-3.3,0.271,0.57,0.27,1996-97
174,12732,Lauri Markkanen,UTA,26,84.0,240.0,Arizona,Finland,2017,1,7,66,25.6,8.6,1.9,3.8,0.259,0.641,0.086,2022-23
9128,2477,Lavor Postell,NYK,24,77.0,215.0,St. John's (NY),USA,2000,2,39,23,4.0,0.7,0.2,4.2,0.298,0.456,0.062,2001-02
7286,7587,Lavoy Allen,PHI,24,81.0,255.0,Temple,USA,2011,2,50,79,5.8,5.0,0.9,-2.9,0.149,0.474,0.068,2012-13
4286,511,Lawrence Funderburke,SAC,27,81.0,230.0,Ohio State,USA,1994,2,51,52,9.5,4.5,1.2,-7.0,0.212,0.534,0.102,1997-98
6387,317,Lawrence Moten,VAN,25,77.0,190.0,Syracuse,USA,1995,2,36,67,6.7,1.8,1.9,-10.6,0.215,0.461,0.18,1996-97
7840,4808,Lawrence Roberts,MEM,24,81.0,240.0,Mississippi State,USA,2005,2,55,54,5.2,4.8,0.6,-2.8,0.139,0.533,0.048,2006-07
9415,6661,Lazar Hayward,MIN,24,78.0,225.0,Marquette,USA,2010,1,30,42,3.8,1.7,0.7,-16.4,0.187,0.464,0.107,2010-11
9589,1409,Lazaro Borrell,SEA,27,80.0,220.0,,USA,,Undrafted,Undrafted,17,3.6,2.4,0.6,9.7,0.191,0.457,0.079,1999-00
13,4103,LeBron James,CLE,21,80.0,240.0,,USA,2003,1,1,79,31.4,7.0,6.6,4.2,0.336,0.568,0.315,2005-06
1043,4806,Leandro Barbosa,PHX,24,75.0,188.0,,Brazil,2003,1,28,80,18.1,2.7,4.0,9.7,0.234,0.595,0.188,2006-07
12075,12107,Leandro Bolmaro,MIN,21,78.0,200.0,,Argentina,2020,1,23,35,1.4,1.2,0.6,0.2,0.122,0.419,0.118,2021-22
7814,536,Ledell Eackles,WAS,31,77.0,231.0,New Orleans,USA,1988,2,36,42,5.2,1.8,0.4,0.4,0.184,0.542,0.054,1997-98
7903,305,Lee Mayberry,VAN,27,73.0,180.0,Arkansas,USA,1992,1,23,80,5.1,1.7,4.1,-11.0,0.115,0.525,0.265,1996-97
2051,3614,Lee Nailon,NOH,30,81.0,238.0,Texas Christian,USA,1999,2,43,68,14.2,4.4,1.6,-9.9,0.241,0.511,0.11,2004-05
5415,5131,Leon Powe,BOS,24,80.0,240.0,California,USA,2006,2,49,56,7.9,4.1,0.3,7.6,0.224,0.629,0.036,2007-08
11171,2474,Leon Smith,ATL,21,82.0,235.0,,USA,1999,1,29,14,2.2,2.2,0.2,0.5,0.158,0.463,0.046,2001-02
3521,6748,Lester Hudson,MEM,27,75.0,190.0,Tennessee-Martin,USA,2009,2,58,16,10.9,2.9,2.3,-0.9,0.289,0.483,0.209,2011-12
10916,12735,Lester Quinones,GSW,22,76.0,208.0,Memphis,USA,,Undrafted,Undrafted,4,2.5,0.8,0.5,14.6,0.283,0.654,0.125,2022-23
3364,6589,Linas Kleiza,TOR,26,80.0,245.0,Missouri,Lithuania,2005,1,27,39,11.2,4.5,1.0,-4.9,0.214,0.502,0.06,2010-11
6123,12470,Lindell Wigginton,MIL,25,73.0,189.0,Iowa State,Canada,2019,Undrafted,Undrafted,7,7.1,1.0,2.0,-20.2,0.251,0.61,0.264,2022-23
2044,296,Lindsey Hunter,DET,26,74.0,195.0,Jackson State,USA,1993,1,10,82,14.2,2.8,1.9,5.1,0.201,0.515,0.088,1996-97
5375,12105,Lindy Waters III,OKC,24,78.0,215.0,Oklahoma State,USA,,Undrafted,Undrafted,25,8.0,2.9,1.0,-4.7,0.166,0.562,0.078,2021-22
8811,4113,Linton Johnson,NOK,26,80.0,225.0,Tulane,USA,,Undrafted,Undrafted,36,4.3,3.4,0.4,-4.2,0.167,0.476,0.042,2005-06
10166,3611,Lionel Chalmers,LAC,24,72.0,180.0,Xavier,USA,2004,2,33,36,3.1,0.9,1.4,-3.9,0.181,0.409,0.211,2004-05
9785,297,Lionel Simmons,SAC,28,79.0,210.0,La Salle,USA,1990,1,7,41,3.4,2.5,1.4,-10.5,0.162,0.442,0.179,1996-97
11353,298,Litterial Green,DET,27,73.0,185.0,Georgia,USA,1992,2,39,45,2.0,0.5,0.9,17.0,0.159,0.531,0.224,1996-97
7335,533,Lloyd Daniels,TOR,30,79.0,205.0,Mt. San Antonio,USA,,Undrafted,Undrafted,6,5.7,1.2,0.7,-16.9,0.201,0.509,0.089,1997-98
12617,9670,London Perrantes,SAS,23,74.0,190.0,Virginia,USA,,Undrafted,Undrafted,14,0.5,0.3,0.4,-16.0,0.101,0.23,0.102,2017-18
2913,12104,Lonnie Walker IV,SAS,23,76.0,204.0,Miami,USA,2018,1,18,70,12.1,2.6,2.2,-3.0,0.232,0.512,0.137,2021-22
8267,2730,Lonny Baxter,CHI,24,80.0,260.0,Maryland,USA,2002,2,43,55,4.8,3.0,0.3,-4.0,0.189,0.521,0.04,2002-03
1945,11598,Lonzo Ball,NOP,23,78.0,190.0,UCLA,USA,2017,1,2,55,14.6,4.8,5.7,0.5,0.202,0.551,0.246,2020-21
8138,300,Loren Meyer,PHX,24,82.0,260.0,Iowa State,USA,1995,1,24,54,4.9,2.7,0.4,-6.7,0.215,0.489,0.046,1996-97
9282,3609,Loren Woods,TOR,27,85.0,260.0,Arizona,USA,2001,2,45,45,3.9,4.9,0.4,-8.3,0.145,0.463,0.038,2004-05
2749,1906,Lorenzen Wright,ATL,25,83.0,240.0,Memphis,USA,1996,1,7,71,12.4,7.5,1.2,-7.6,0.233,0.486,0.079,2000-01
8960,8187,Lorenzo Brown,MIN,24,77.0,189.0,North Carolina State,USA,2013,2,52,29,4.2,2.4,3.1,-7.9,0.136,0.468,0.257,2014-15
10922,302,Lorenzo Williams,WAS,27,81.0,230.0,Stetson,USA,,Undrafted,Undrafted,19,2.4,3.6,0.2,-10.9,0.087,0.66,0.022,1996-97
8205,8186,Lou Amundson,NYK,32,81.0,225.0,Nevada-Las Vegas,USA,,Undrafted,Undrafted,53,4.9,5.1,1.3,-7.0,0.175,0.442,0.118,2014-15
10923,303,Lou Roe,GSW,24,79.0,220.0,Massachusetts,USA,1995,2,30,17,2.4,0.8,0.4,-14.4,0.249,0.355,0.103,1996-97
360,9667,Lou Williams,LAC,31,73.0,175.0,,USA,2005,2,45,79,22.6,2.5,5.3,1.6,0.285,0.574,0.254,2017-18
717,12748,Louis King,PHI,24,79.0,205.0,Oregon,USA,,Undrafted,Undrafted,1,20.0,4.0,2.0,5.2,0.205,0.744,0.091,2022-23
1832,304,Loy Vaught,LAC,29,81.0,240.0,Michigan,USA,1990,1,13,82,14.9,10.0,1.3,-7.7,0.208,0.523,0.07,1996-97
3243,529,Luc Longley,CHI,29,86.0,292.0,New Mexico,USA,1991,1,7,58,11.4,5.9,2.8,7.5,0.212,0.492,0.151,1997-98
4069,8184,Luc Mbah a Moute,PHI,28,80.0,230.0,UCLA,Cameroon,2008,2,37,67,9.9,4.9,1.6,-9.3,0.188,0.466,0.101,2014-15
8736,9172,Lucas Nogueira,TOR,24,84.0,220.0,,Brazil,2013,1,16,57,4.4,4.3,0.7,9.8,0.095,0.682,0.053,2016-17
3789,2727,Lucious Harris,NJN,32,77.0,205.0,Long Beach State,USA,1993,2,28,77,10.3,3.0,2.0,2.8,0.2,0.494,0.139,2002-03
1248,12100,Luguentz Dort,OKC,23,75.0,215.0,Arizona State,Canada,,Undrafted,Undrafted,51,17.2,4.2,1.7,-8.1,0.228,0.541,0.087,2021-22
11183,3606,Luis Flores,DEN,24,74.0,195.0,Manhattan,USA,2004,2,55,16,2.2,0.2,0.7,13.1,0.242,0.586,0.262,2004-05
12214,9018,Luis Montero,POR,23,79.0,185.0,Westchester CC NY,Dominican Republic,,Undrafted,Undrafted,12,1.2,0.3,0.1,-58.0,0.266,0.337,0.067,2015-16
1001,6605,Luis Scola,HOU,31,81.0,245.0,,Argentina,2002,2,55,74,18.3,8.2,2.5,3.0,0.255,0.538,0.131,2010-11
5,12740,Luka Doncic,DAL,24,79.0,230.0,,Slovenia,2018,1,3,66,32.4,8.6,8.0,2.1,0.368,0.609,0.408,2022-23
6650,12741,Luka Garza,MIN,24,82.0,243.0,Iowa,USA,2021,2,52,28,6.5,2.3,0.6,2.0,0.245,0.652,0.103,2022-23
4092,12742,Luka Samanic,UTA,23,82.0,227.0,,Croatia,2019,1,19,7,9.9,4.3,2.1,-1.7,0.193,0.55,0.115,2022-23
6181,9050,Luke Babbitt,NOP,27,81.0,225.0,Nevada,USA,2010,1,16,47,7.0,3.1,1.1,-3.1,0.172,0.526,0.092,2015-16
9306,6595,Luke Harangody,CLE,23,79.0,251.0,Notre Dame,USA,2010,2,52,49,3.9,2.9,0.6,-3.9,0.169,0.444,0.078,2010-11
7459,5122,Luke Jackson,MIA,26,79.0,215.0,Oregon,USA,2004,1,10,14,5.6,2.4,1.2,-2.5,0.213,0.438,0.134,2007-08
1601,11094,Luke Kennard,DET,24,77.0,206.0,Duke,USA,2017,1,12,28,15.8,3.5,4.1,-2.1,0.193,0.589,0.188,2019-20
6191,10607,Luke Kornet,NYK,23,85.0,250.0,Vanderbilt,USA,,Undrafted,Undrafted,46,7.0,2.9,1.2,-3.5,0.178,0.531,0.108,2018-19
2888,6756,Luke Ridnour,MIN,31,74.0,175.0,Oregon,USA,2003,1,14,53,12.1,2.7,4.8,-2.2,0.177,0.53,0.237,2011-12
11651,4106,Luke Schenscher,CHI,24,85.0,265.0,Georgia Tech,USA,,Undrafted,Undrafted,20,1.8,1.5,0.4,0.0,0.111,0.567,0.072,2005-06
3255,4838,Luke Walton,LAL,27,80.0,232.0,Arizona,USA,2003,2,32,60,11.4,5.0,4.3,-0.5,0.165,0.551,0.194,2006-07
12206,7547,Luke Zeller,PHX,26,83.0,245.0,Notre Dame,USA,,Undrafted,Undrafted,16,1.2,0.6,0.2,-34.4,0.195,0.365,0.103,2012-13
896,4837,Luol Deng,CHI,22,81.0,220.0,Duke,United Kingdom,2004,1,7,82,18.8,7.1,2.5,6.6,0.222,0.56,0.115,2006-07
3511,4836,Luther Head,HOU,24,75.0,185.0,Illinois,USA,2005,1,24,80,10.9,3.2,2.4,2.5,0.184,0.584,0.155,2006-07
9035,4835,Lynn Greer,MIL,27,74.0,175.0,Temple,USA,,Undrafted,Undrafted,41,4.1,0.7,1.3,-1.1,0.185,0.538,0.205,2006-07
12832,12095,M.J. Walker,PHX,24,77.0,213.0,Florida State,USA,,Undrafted,Undrafted,2,0.0,0.5,0.5,-19.5,0.138,0.0,0.167,2021-22
10560,7517,Maalik Wayns,LAC,22,73.0,195.0,Villanova,USA,,Undrafted,Undrafted,27,2.8,0.3,1.0,-16.4,0.251,0.394,0.233,2012-13
2743,12745,Mac McClung,PHI,24,74.0,185.0,Texas Tech,USA,,Undrafted,Undrafted,2,12.5,5.0,4.5,19.6,0.243,0.563,0.29,2022-23
